text,label,image
IT You need to stop They can choose how they want to live,Hope_speech,images_DE/DE_HS_0422.jpg
If all lives dont matter Soon No lives will matter Stop the hate Show some love,Hope_speech,images_DE/DE_HS_0474.jpg
How can someone come from different country and live here and get everything for free,Non_hope_speech,images_DE/DE_NHS_0449.jpg
RACISTS CANNOT WIN,Hope_speech,images_DE/DE_HS_0557.jpg
Sasha Dumse god made us to be ourselves,Hope_speech,images_DE/DE_HS_0209.jpg
That would just be pure mean SHEs SO CUTE,Non_hope_speech,images_DE/DE_NHS_0536.jpg
yall need to shut up ab annie every girl with short hair isnt lesbian jesus christ,Hope_speech,images_DE/DE_HS_0555.jpg
All lives do matter regardless of race Period there is good and bad people of all races We all need to come together and stop letting the media separate us this is ridiculous,Hope_speech,images_DE/DE_HS_0194.jpg
Just think in hundreds of years time someone will find this and maybe think is this what humans were like back in the 2020s,Non_hope_speech,images_DE/DE_NHS_0638.jpg
Why do so many black people often refer to slavery They never experienced slavery themselves and white people didnt invent the system of slavery,Non_hope_speech,images_DE/DE_NHS_0556.jpg
Yall are missing the point of black lives matter Black lives matter means equal rights for black ppl and it doesnt mean were dismissing other races If disagree with BLM your disagreeing with black ppl living in society and if disagree with that then idk what to say to you,Hope_speech,images_DE/DE_HS_0078.jpg
Midoriya stand your ground hehe sorry had too,Non_hope_speech,images_DE/DE_NHS_0362.jpg
You know it friend,Non_hope_speech,images_DE/DE_NHS_0206.jpg
Wanted to write comment Then read yours Like and time saved Thanks,Non_hope_speech,images_DE/DE_NHS_0542.jpg
Im Christian but choose not to judge Its not my place to judge others and so love everyone plus might be lil bi so theres that:person shrugging:,Hope_speech,images_DE/DE_HS_0046.jpg
Batista that kind of is their end goal,Non_hope_speech,images_DE/DE_NHS_0139.jpg
Its really stupid my friends parents threatened her with conversion therapy her dad is pastor and found out weeks ago,Hope_speech,images_DE/DE_HS_0631.jpg
Definitely true all lives matter duddent matter what color you were born to bennnnMartin Luther King,Non_hope_speech,images_DE/DE_NHS_0512.jpg
Take the passport of the protestors and kick them out of the country,Non_hope_speech,images_DE/DE_NHS_0120.jpg
think this is my new favourite Madonna interview thank you for holding my hand through some of the worst of it Bless you,Hope_speech,images_DE/DE_HS_0236.jpg
benjamin ramsey thats like saying you shouldnt get upset for when somebody criticizes or says your bad person because your color of skin,Non_hope_speech,images_DE/DE_NHS_0506.jpg
My family is very religious and dont know how theyll take it if ever tell them that swing both ways Im happy for the kids who have such positive view on the LGBT community,Hope_speech,images_DE/DE_HS_0216.jpg
All lives matter they just want your vote dont give crap about awke up your,Non_hope_speech,images_DE/DE_NHS_0443.jpg
Lilo Stitch had fat Polynesians,Non_hope_speech,images_DE/DE_NHS_0023.jpg
haha cant breathe,Non_hope_speech,images_DE/DE_NHS_0469.jpg
How bout we stop saying black lives matter or all lives matter lets just all agree LIVES MATTER idc if you frog human purple dude in banana costume,Non_hope_speech,images_DE/DE_NHS_0359.jpg
Pull down all Socialist statues,Non_hope_speech,images_DE/DE_NHS_0305.jpg
An angel honestly,Non_hope_speech,images_DE/DE_NHS_0196.jpg
was kinda digging that Annie girl until she said dont agree with homosexuality,Non_hope_speech,images_DE/DE_NHS_0444.jpg
We are all of the same race the human race,Hope_speech,images_DE/DE_HS_0180.jpg
think sexuality is choicennGirl if could choose to be straight would but,Hope_speech,images_DE/DE_HS_0486.jpg
Edward Colston RIP,Non_hope_speech,images_DE/DE_NHS_0001.jpg
Thats not the same because isis is supremacy group Taking down statue of statue is not anagolous to what isis did,Non_hope_speech,images_DE/DE_NHS_0424.jpg
Im here to break all kinds of stereotypes Im freshman engineer major JESUS IS GOOD,Hope_speech,images_DE/DE_HS_0561.jpg
Thats right all lives do matter period and if you think that its not then shame on you ALL LIFE MATTERS PERIOD ONE LOVE TO ALL HUMANS,Hope_speech,images_DE/DE_HS_0192.jpg
Great Slave traders and racists shouldnt be admired in this century,Hope_speech,images_DE/DE_HS_0191.jpg
AMR BIN AAS persecution against the early muslims Eaven though the Muslims 83 men and 18 women completely left mecca,Non_hope_speech,images_DE/DE_NHS_0006.jpg
Lives matter If you nominate only one race before that statement you are the racist,Hope_speech,images_DE/DE_HS_0299.jpg
All life MATTER White,Hope_speech,images_DE/DE_HS_0472.jpg
AND NOW DEMS ARE SO DESPERATE LOOK AT WHAT THEY AND BLM AND ANTIFA ARE DOING NOW,Non_hope_speech,images_DE/DE_NHS_0058.jpg
looking at it from another perspective all lives dont matter in the sense that we are here borrowed and eventually die so we dont matter at the end lol,Non_hope_speech,images_DE/DE_NHS_0255.jpg
black lives matter is racist orginization and should be treated as domestic terrorists,Non_hope_speech,images_DE/DE_NHS_0310.jpg
Im from the UKhes seems like good guy,Non_hope_speech,images_DE/DE_NHS_0181.jpg
She fight and defend,Hope_speech,images_DE/DE_HS_0480.jpg
Nobody has supported the LGBT community like MADONNA even in the darkest hours she has always been an advocate fighter for human rights,Hope_speech,images_DE/DE_HS_0007.jpg
Jens Im not offended by black lives matter The first comment in this topic was about how the slogan was racist went on to say that dont think its racist but had my concerns how it could be causing divide and doing more harm than good nA good number of the comments on here say its racist so clearly some people have an issue with it,Hope_speech,images_DE/DE_HS_0428.jpg
will never raise my son to be racist Those who embrace life know what the true answer isnShame on those who think one race is more important than another,Non_hope_speech,images_DE/DE_NHS_0351.jpg
Both candidates should avoid using triangles as well,Non_hope_speech,images_DE/DE_NHS_0101.jpg
Brandow nThankyou RitanEnjoy the day,Non_hope_speech,images_DE/DE_NHS_0242.jpg
And our prime minister sends out tweet Just as bad as Trump What happened to all the strong leaders Bunch of puppets and pussys the lot of them Get on national TV and do say something constructive Pass new laws use your power find your backbone This is no the time for demonstrations its as simple as that,Non_hope_speech,images_DE/DE_NHS_0055.jpg
this woman is pioneer and love her endlessly for all of her work towards helping the LGBTQIA community and certainly women,Hope_speech,images_DE/DE_HS_0155.jpg
she is amazing,Non_hope_speech,images_DE/DE_NHS_0467.jpg
Your life matters to me lot,Non_hope_speech,images_DE/DE_NHS_0333.jpg
Im so thankful that growing up had those construction toys to play with when was young Its amazing that youve inspired such young girls to become excited about building things and learning about engineering,Hope_speech,images_DE/DE_HS_0179.jpg
ALL LIVES MATTERnHey,Hope_speech,images_DE/DE_HS_0435.jpg
Your right about the toys If we were given these toys we would have better spatial skills and love science and engineering,Hope_speech,images_DE/DE_HS_0385.jpg
hope you are getting support,Hope_speech,images_DE/DE_HS_0100.jpg
De Los santos nah that would be to take step back We dont want to split each other up We have to unite in order to fix it,Hope_speech,images_DE/DE_HS_0093.jpg
God doesnt see color he sees whats in our hearts so therefore all lives matter its just choice of heaven or hell so you choose,Hope_speech,images_DE/DE_HS_0066.jpg
so youre just an actual racist then,Non_hope_speech,images_DE/DE_NHS_0258.jpg
Oh shut up Bernie are you still jabbering on,Non_hope_speech,images_DE/DE_NHS_0002.jpg
Ill never understand when someone says they dont agree with homosexuality It literally has NOTHING to do with you Theres nothing to agree with It just is what it is and always has been,Hope_speech,images_DE/DE_HS_0510.jpg
This was so inspiring,Hope_speech,images_DE/DE_HS_0296.jpg
okay uh next video interview men see how that turns out,Non_hope_speech,images_DE/DE_NHS_0357.jpg
anime preductions im also trans guy and know how hard it can be to tell someone Its amazing that you already have told some friends,Hope_speech,images_DE/DE_HS_0418.jpg
All lives matter fool,Non_hope_speech,images_DE/DE_NHS_0147.jpg
year later and hope you are fulfilling your dream 3nI reported comment and truly hope you had not seen the remark,Hope_speech,images_DE/DE_HS_0516.jpg
agree but thats only some and think most mean to use in the the meaning and text explained its not always the one you explained and that can be misunderstanding when people assume that that was their intentions,Non_hope_speech,images_DE/DE_NHS_0059.jpg
This is the beginning of ww3 its gonna be white people against everyone else in their own lands,Non_hope_speech,images_DE/DE_NHS_0025.jpg
am male engineer and dont feel like fit in in engineering If you are girl and you have the desire to become an engineer,Hope_speech,images_DE/DE_HS_0103.jpg
ALL LIVES MATTERS WETHER YOU ARE BLACK WHITE BROWN BLUE YELLOW ALL HUMANS LIVES MATTER IN THE SIGHT OF GOD CHRIST SHALOM,Hope_speech,images_DE/DE_HS_0517.jpg
All lifes matters,Hope_speech,images_DE/DE_HS_0604.jpg
what privilege when millions of whites live in poverty,Non_hope_speech,images_DE/DE_NHS_0544.jpg
cried while watching this video Clearly pain is being reflected in every word when the guy was talking about abuse There are so many evil people in this world hope no one ever goes through such pain at early age in their lifenThank you HiHo for creating this video Im learning lot also showed this video to my little sisters and now they have also subscribed to your channel,Hope_speech,images_DE/DE_HS_0174.jpg
Its actually none of your business,Non_hope_speech,images_DE/DE_NHS_0121.jpg
All of us matter All human life matters,Hope_speech,images_DE/DE_HS_0270.jpg
THIS IS racest There saying that black lives matter but what about ALL lives What about the white people ALL LIVES MATTER no matter what color,Hope_speech,images_DE/DE_HS_0125.jpg
jo ma if they are miserable,Non_hope_speech,images_DE/DE_NHS_0062.jpg
im guessing the people who do that want people to know that they are friends with the just for validation,Hope_speech,images_DE/DE_HS_0624.jpg
would be able to support BLM if they also focused on the thousands of people killed in Dem run cities like Chicago,Non_hope_speech,images_DE/DE_NHS_0382.jpg
Walker hail Satan,Non_hope_speech,images_DE/DE_NHS_0566.jpg
