text,label,image
Blacks are NOT oppressed Systematic racism is LIE from the Democratic party Who by the way defended slavery,Non_hope_speech,images_DE/DE_NHS_0185.jpg
Its amazing felt compelled to comment after being truly inspired by this woman,Hope_speech,Images_SD/SD_HS_0054.jpg
Davis Im not white and believe that all lives matter Isnt it bit racist to assume that all black people agree with your values,Hope_speech,Images_SD/SD_HS_0630.jpg
ETERNAL INSPIRATION nSHE SAVE MY LIFE,Hope_speech,Images_SD/SD_HS_0102.jpg
Its time to change we have to change unity make the earthworld great were not 17st century no racism were 21st century nunity is powerful and peaceful,Hope_speech,images/IHS_0296.jpg
Honestly screw them people aswell abusing police officers disgraceful,Non_hope_speech,Images_SD/SD_NHS_0401.jpg
All lives obviously,Hope_speech,images_DE/DE_HS_0291.jpg
No one cares what the demos have to say about this the far left and far right will always be bunch of narrow minded fools,Non_hope_speech,images_DE/DE_NHS_0570.jpg
at least one person here is thinking,Non_hope_speech,Images_SD/SD_NHS_0348.jpg
Madonna if only you realised how much you affected my life through your music and passion you have brought me so many happy moments and for countless others,Hope_speech,Images_SD/SD_HS_0326.jpg
you really couldnt have been more racist with that comment Im African American and support the all lives matter statement You sit there and say white people make it about them Uhhh no its not just white people its every other non black race and theyre not trying to bash this protest But why cant it just be about police brutality and racism in general Black people and white people get hated on all the time and that goes the same for Asians and Hispanics The all lives matter thing is saying police brutality needs to end and so does racism And do you really think black people arent racist against white people just saw video of group of black people beating the sht out of white people and setting their cars on fire Like what kinda response is that It seems like you think only black people know struggle racially or otherwise and thats just not true,Hope_speech,images_DE/DE_HS_0565.jpg
Every parengts wiling to put their child into mental and physical abuse in one of those so called therapy camp should be charged for child abuse This is revolting and dont understand why in the Obama era they didnt do anything Now with Trump its gonna continue and worsen,Hope_speech,images_DE/DE_HS_0167.jpg
know that homosexuality exists,Hope_speech,images_DE/DE_HS_0538.jpg
All lives matter Everyone should be equal rights But the world is brokennAnd not every life is valued,Hope_speech,images_DE/DE_HS_0030.jpg
Im really tired of these gender stuff,Hope_speech,Images_SD/SD_HS_0118.jpg
living legend the great Madonna,Non_hope_speech,images/INHS0144.jpg
18 literally was bisexual when was SEVEN,Hope_speech,Images_SD/SD_HS_0434.jpg
Tran Thank you so much for your support,Hope_speech,Images_SD/SD_HS_0339.jpg
Dumse then why did he give us free will and thought he made us to fail and sin,Non_hope_speech,images_DE/DE_NHS_0641.jpg
Covid 19 is very happy because more black lives will be taken after this mass protest around the world,Non_hope_speech,images_DE/DE_NHS_0099.jpg
All lives matter Black lives matter is so racist agains any other race,Non_hope_speech,images_DE/DE_NHS_0353.jpg
If Black Lives Matter then WHY are so many black babies being ABORTED Dont they matter as well Im all for ALL LIVES MATTER,Non_hope_speech,Images_SD/SD_NHS_0362.jpg
BECAUSE THEY ARE RACISTS,Non_hope_speech,images_DE/DE_NHS_0496.jpg
Now want to be engineer,Hope_speech,Images_SD/SD_HS_0396.jpg
not gonna lie sounds like horse race All lives matter no matter who you are,Non_hope_speech,Images_SD/SD_NHS_0618.jpg
The only matter care about isnFECAL,Non_hope_speech,images/INHS0531.jpg
wont give up bc were there for me and you continue here have to fight too,Hope_speech,Images_SD/SD_HS_0438.jpg
Eventhough our countrys wealth was partly down to the slave trade like so many european countries Britian was the first to abolish it in the 1820s Our history of the slave trade however hasnt stopped them wanting to come to our country,Non_hope_speech,images/INHS0554.jpg
You can be anything,Hope_speech,Images_SD/SD_HS_0551.jpg
The left has become too extreme,Non_hope_speech,images/INHS0344.jpg
God gave us choice and my choice is to love MY HEART,Hope_speech,images_DE/DE_HS_0001.jpg
When you realize this video was from years ago,Non_hope_speech,Images_SD/SD_NHS_0351.jpg
The boy who said god gave us choice and my choice is to love is the purest,Hope_speech,Images_SD/SD_HS_0508.jpg
Im woman and Im horrible at memorizing stuff Chess and memory are not gender topics and if you want to insist they are at least cite study,Non_hope_speech,images/INHS0089.jpg
ALL LIVES MATTER To say anything else is ridiculous To be equal is to be considered as whole There are unfair things that happen and people need to be held accountable But to divide ourselves is not helping anything,Hope_speech,images_DE/DE_HS_0178.jpg
McBride yeah Now that is racism Shouldnt be black lives matter Should be all lives matter,Hope_speech,images/IHS_0542.jpg
The woman has 800 million dollarsshe can do whatever she wants,Non_hope_speech,images/INHS0467.jpg
All Wendys matter,Non_hope_speech,images/INHS0492.jpg
black people need reflection and white people,Non_hope_speech,images_DE/DE_NHS_0339.jpg
Girl and boys are equal engineers like that she did not give up Like when her classroom teacher humilates her and she starts to cry also think she had good idea about girl construction toy,Hope_speech,images_DE/DE_HS_0261.jpg
Through all the years her music got me through some tough sht will always be grateful :orange heart:,Hope_speech,images_DE/DE_HS_0239.jpg
Huynh Daniel Shaver Shot brutally due to being unable to follow conflicting and confusing orders,Non_hope_speech,images_DE/DE_NHS_0135.jpg
Saying dont agree with homosexuality is the equivalent of saying dont agree with left handed people,Hope_speech,Images_SD/SD_HS_0519.jpg
ALL LIVES MATTER YES ALL LIVES MATTERThe Dems and libs are causing all of this for their own agenda They Do Not Care At All for Black Lives or White Lives or Red Lives or Yellow Lives ALL LIVES MATTER,Hope_speech,images/IHS_0290.jpg
Dumse and god made other humans to love each other,Hope_speech,images_DE/DE_HS_0229.jpg
All lives should matter please,Hope_speech,images/IHS_0411.jpg
House of straw,Non_hope_speech,Images_SD/SD_NHS_0312.jpg
keke xx could not have said it any better myself,Non_hope_speech,images_DE/DE_NHS_0157.jpg
Saying all lives matter is true,Hope_speech,images/IHS_0123.jpg
Its not about black lives Its all about the tactics of intimidation by the police that sometimes escalates situation and will lead to excessive force and generally due to the lack of cooperation by the suspect When ones freedom is at stake ones instincts will lead to defending that Liberty and often times this is precipitated by the police officer allowing his emotions to get the best of him It doesnt matter what race you are what matters is,Hope_speech,images_DE/DE_HS_0316.jpg
God bless women It wouldve been so boring to live without them LOVE YOU GIRLS LOL like it so much when see girl fighting for her dreams and succeed despite the fact there are so many obstacles in her way,Hope_speech,images/IHS_0417.jpg
agree racism is aids But tearing down the statue is utter bullshit Its not like people go there to admire him,Hope_speech,Images_SD/SD_HS_0323.jpg
im 12 years old and im bisexual,Hope_speech,Images_SD/SD_HS_0546.jpg
demon faucet theres only two genders someones ignorant,Non_hope_speech,images/INHS0079.jpg
also agree All lives matter Yes,Hope_speech,images/IHS_0239.jpg
All Lives Matters means exactly that Equality for everyone BLM only focuses and trys to elevate race Im Asian and we too suffer from racism especially now with this COVID19 situation Racism and brutality is never right All Lives Matter,Hope_speech,images/IHS_0357.jpg
Oh no it definitely will Itll be know as the year where everything went to shit and It got worse and worse going through the year,Non_hope_speech,images_DE/DE_NHS_0156.jpg
loved every word she said,Hope_speech,Images_SD/SD_HS_0058.jpg
Aaron Castellanos that would be cool,Non_hope_speech,Images_SD/SD_NHS_0579.jpg
Police ARE HEROS,Non_hope_speech,images/INHS0395.jpg
Yknowmy gaydar is going off around Anniecloset case,Non_hope_speech,Images_SD/SD_NHS_0444.jpg
This video almost made me cry The struggle is real,Hope_speech,Images_SD/SD_HS_0478.jpg
Her comment wasnt emotional at allIt pointed out the reality you are ignoring moronWomen get uncomfortable when theyre treated unfairly and that is somehow their fault So instead of killing off sexism women in your world should just put up with itOh,Hope_speech,images/IHS_0284.jpg
Her story makes Bold claim Thanks for the jewish perspective on engineering Building from skill set Lego builds infrastructures TECH programs protecting intellectual property Creating new path KICK STARTER right on GOLDIE BLOCKS Girls lets get it Write on girl engineers,Hope_speech,images_DE/DE_HS_0249.jpg
Lilo Stitch had fat Polynesians,Non_hope_speech,images_DE/DE_NHS_0023.jpg
ohhh your storys so relatable Dont give up What your doing is great,Hope_speech,Images_SD/SD_HS_0504.jpg
This Sheriff is awesome would have loved to hear from him more,Non_hope_speech,images/INHS0548.jpg
If thats what they want thats what theyll get amirite,Non_hope_speech,images_DE/DE_NHS_0064.jpg
Wagnon nRespect,Non_hope_speech,Images_SD/SD_NHS_0055.jpg
People really start to suck as they grow up The younger kids were so sweet and accepting as opposed to the older girl whos clearly in denial mode About herself,Hope_speech,images_DE/DE_HS_0441.jpg
that would just be uhhhpUrE mEaN,Non_hope_speech,Images_SD/SD_NHS_0497.jpg
For God shows no partialitynRomans,Hope_speech,images/IHS_0373.jpg
Coconut and BLM is acting CONTRARY to what MLK taughtnIts an evil political movement that Hurts the black community and everyone else,Non_hope_speech,images/INHS0285.jpg
Jens Im not offended by black lives matter The first comment in this topic was about how the slogan was racist went on to say that dont think its racist but had my concerns how it could be causing divide and doing more harm than good nA good number of the comments on here say its racist so clearly some people have an issue with it,Hope_speech,images_DE/DE_HS_0428.jpg
what thought the west classify asians as yellow huh,Non_hope_speech,Images_SD/SD_NHS_0211.jpg
Who else is freewheeling lesbian who wanted to hug this man,Hope_speech,images/IHS_0627.jpg
My goodness these kids are so enlightened So smart,Hope_speech,Images_SD/SD_HS_0491.jpg
